trial,fold,F1 Score,Accuracy,Precision,Recall,Batch Size,Learning Rate,Optimizer,Scheduler,Accumulation Steps,Weight Decay
20,3,0.5497832251889696,0.553673223604978,0.5513420253212903,0.553673223604978,64,9.860655958484494e-06,AdamW,StepLR,8,2.4219251310438056e-05
20,4,0.5537209998879907,0.55800883179446,0.559785008733266,0.55800883179446,64,9.860655958484494e-06,AdamW,StepLR,8,2.4219251310438056e-05
20,5,0.5432450668051574,0.5481332798073063,0.546858464161411,0.5481332798073063,64,9.860655958484494e-06,AdamW,StepLR,8,2.4219251310438056e-05
34,1,0.6591883570015723,0.6594412331406551,0.6597566788220605,0.6594412331406551,64,0.0001013741107112,AdamW,StepLR,1,0.0040116815227447
34,2,0.6521794721570771,0.652296082209377,0.6532292971311348,0.652296082209377,64,0.0001013741107112,AdamW,StepLR,1,0.0040116815227447
34,3,0.6604233908542567,0.660377358490566,0.6610572001411538,0.660377358490566,64,0.0001013741107112,AdamW,StepLR,1,0.0040116815227447
34,4,0.662136695500385,0.6633480529907667,0.6617794238562892,0.6633480529907667,64,0.0001013741107112,AdamW,StepLR,1,0.0040116815227447
34,5,0.6547315139930631,0.6548374146928945,0.6553273649089889,0.6548374146928945,64,0.0001013741107112,AdamW,StepLR,1,0.0040116815227447
17,1,0.6776651964376538,0.6771034039820167,0.6810743373540491,0.6771034039820167,64,0.0037509366834418,AdamW,StepLR,4,0.0005881615828588
17,2,0.6716621282907914,0.671242774566474,0.673651236394328,0.671242774566474,64,0.0037509366834418,AdamW,StepLR,4,0.0005881615828588
17,3,0.6782911533453251,0.67900441589723,0.6793105313808584,0.67900441589723,64,0.0037509366834418,AdamW,StepLR,4,0.0005881615828588
17,4,0.6805000671200245,0.6805299076676034,0.6816896143519964,0.6805299076676034,64,0.0037509366834418,AdamW,StepLR,4,0.0005881615828588
17,5,0.6751898977482792,0.6762745885186672,0.6751477570224302,0.6762745885186672,64,0.0037509366834418,AdamW,StepLR,4,0.0005881615828588
71,1,0.6806423591182262,0.6810372511239563,0.6815382731352118,0.6810372511239563,256,0.0018806964502352,AdamW,StepLR,4,0.0016648820932382
71,2,0.6756295643197873,0.6757385998715478,0.6758583973869909,0.6757385998715478,256,0.0018806964502352,AdamW,StepLR,4,0.0016648820932382
71,3,0.6844191143296636,0.6848655158570855,0.6844954422912253,0.6848655158570855,256,0.0018806964502352,AdamW,StepLR,4,0.0016648820932382
71,4,0.6798403902714772,0.6803693295865114,0.6803710346629188,0.6803693295865114,256,0.0018806964502352,AdamW,StepLR,4,0.0016648820932382
71,5,0.6727359380976263,0.6735447611401044,0.6731088702861182,0.6735447611401044,256,0.0018806964502352,AdamW,StepLR,4,0.0016648820932382
85,1,0.6823557770481932,0.6822414900449583,0.6828708613477915,0.6822414900449583,256,0.0050071632301273,AdamW,CosineAnnealingLR,4,1.729413494342788e-05
85,2,0.6796891098924367,0.6799132947976878,0.6797482639337502,0.6799132947976878,256,0.0050071632301273,AdamW,CosineAnnealingLR,4,1.729413494342788e-05
85,3,0.6795267691499793,0.6795664391810518,0.6801682225493294,0.6795664391810518,256,0.0050071632301273,AdamW,CosineAnnealingLR,4,1.729413494342788e-05
85,4,0.6844029723210221,0.6849458048976315,0.6843650342073229,0.6849458048976315,256,0.0050071632301273,AdamW,CosineAnnealingLR,4,1.729413494342788e-05
85,5,0.6801218188005747,0.6802087515054195,0.6805218369398107,0.6802087515054195,256,0.0050071632301273,AdamW,CosineAnnealingLR,4,1.729413494342788e-05
64,1,0.6801663871887621,0.680796403339756,0.6810708411278878,0.680796403339756,256,0.003221866273438,AdamW,StepLR,2,0.0006209715871083
64,2,0.6825750861695069,0.6828837508028259,0.6826415276681416,0.6828837508028259,256,0.003221866273438,AdamW,StepLR,2,0.0006209715871083
64,3,0.6738732772977358,0.6738659173022883,0.6744247480626545,0.6738659173022883,256,0.003221866273438,AdamW,StepLR,2,0.0006209715871083
64,4,0.6909918279070913,0.6914492171818547,0.69146992023048,0.6914492171818547,256,0.003221866273438,AdamW,StepLR,2,0.0006209715871083
64,5,0.6780647895315824,0.6786832597350462,0.6778185694871797,0.6786832597350462,256,0.003221866273438,AdamW,StepLR,2,0.0006209715871083
65,1,0.683528143710288,0.6838471419396275,0.6841802485851081,0.6838471419396275,256,0.0032357940866089,AdamW,StepLR,2,0.000689945068421
65,2,0.6733032328201234,0.6732498394348105,0.6739157986924101,0.6732498394348105,256,0.0032357940866089,AdamW,StepLR,2,0.000689945068421
65,3,0.676822977426731,0.676756322761943,0.6778244497443252,0.676756322761943,256,0.0032357940866089,AdamW,StepLR,2,0.000689945068421
65,4,0.6851883229822144,0.6857486953030911,0.6851254095668593,0.6857486953030911,256,0.0032357940866089,AdamW,StepLR,2,0.000689945068421
65,5,0.6758853167504713,0.6760337213970293,0.6762458108738152,0.6760337213970293,256,0.0032357940866089,AdamW,StepLR,2,0.000689945068421
44,1,0.6857742117892995,0.6857739242132306,0.6866373940718941,0.6857739242132306,64,0.0007809168629402,AdamW,StepLR,2,0.0063210122133445
44,2,0.6764246403224009,0.6760597302504817,0.6776831063754573,0.6760597302504817,64,0.0007809168629402,AdamW,StepLR,2,0.0063210122133445
44,3,0.6796115961087377,0.6801284624648736,0.6801433093099374,0.6801284624648736,64,0.0007809168629402,AdamW,StepLR,2,0.0063210122133445
44,4,0.6842972597608499,0.6848655158570855,0.6846144186094854,0.6848655158570855,64,0.0007809168629402,AdamW,StepLR,2,0.0063210122133445
44,5,0.6793973547495014,0.6799678843837816,0.6798401550207965,0.6799678843837816,64,0.0007809168629402,AdamW,StepLR,2,0.0063210122133445
87,1,0.6804695383563936,0.6809569685292228,0.6819775149140608,0.6809569685292228,384,0.0026282431372834,Adam,StepLR,4,0.0002646064890227
87,2,0.6748437710341759,0.6750963391136802,0.6748455290780315,0.6750963391136802,384,0.0026282431372834,Adam,StepLR,4,0.0002646064890227
87,3,0.6767361022087136,0.676756322761943,0.6774860519535708,0.676756322761943,384,0.0026282431372834,Adam,StepLR,4,0.0002646064890227
87,4,0.6802004339004467,0.6810116419108792,0.6807296918867051,0.6810116419108792,384,0.0026282431372834,Adam,StepLR,4,0.0002646064890227
87,5,0.6802788824105258,0.6810116419108792,0.6804798192004937,0.6810116419108792,384,0.0026282431372834,Adam,StepLR,4,0.0002646064890227
29,1,0.6814224727414404,0.6820006422607579,0.6829187286687051,0.6820006422607579,64,0.0015438221758396,AdamW,StepLR,8,0.000804149108438
29,2,0.6790123354905242,0.6783076429030186,0.6802299139321298,0.6783076429030186,64,0.0015438221758396,AdamW,StepLR,8,0.000804149108438
29,3,0.6812692057001469,0.681493376154155,0.6823914884064642,0.681493376154155,64,0.0015438221758396,AdamW,StepLR,8,0.000804149108438
