trial,fold,F1 Score,Accuracy,Precision,Recall,Batch Size,Learning Rate,Optimizer,Scheduler,Accumulation Steps,Weight Decay
48,1,0.6381738535303905,0.6388888888888888,0.6392289010181816,0.6388888888888888,384,0.00010850754479497891,Adam,StepLR,2,0.00757325538512847
48,2,0.640117370589462,0.6413776493256262,0.6402308253039969,0.6413776493256262,384,0.00010850754479497891,Adam,StepLR,2,0.00757325538512847
48,3,0.6394627136742493,0.6404656764351666,0.6398339807312814,0.6404656764351666,384,0.00010850754479497891,Adam,StepLR,2,0.00757325538512847
48,4,0.6445446221563161,0.6462464873544761,0.6455623901522638,0.6462464873544761,384,0.00010850754479497891,Adam,StepLR,2,0.00757325538512847
48,5,0.6365345423290539,0.6375752709755118,0.6364750934983376,0.6375752709755118,384,0.00010850754479497891,Adam,StepLR,2,0.00757325538512847
